KN,US,US,O,O,UN,UN,N,UN,O,O,O,O,XN,XN,US,US,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,US,UN,S,N,N,XN,N,N,O,XN,XN,XN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,B,AS,UB,UN,B,B,N,US,B,US,UN,UN,UN,US,UN,UN,UN,US,UN,UN,UN,S,N,UAN,UAN,US,UB,XS,XS,O,UB,UB,B,O,UN,US,N,O
1678,泪珠太阳石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的太阳石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1278.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501678,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
1679,泪珠太阳石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的太阳石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1278.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501679,UI/alpha/HVGA/artifact/S_sowilo.png,,
1680,泪珠太阳石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的太阳石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1278.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501680,UI/alpha/HVGA/artifact/E_othalan.png,,
1681,泪珠太阳石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的太阳石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1278.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501681,UI/alpha/HVGA/artifact/E_ehwaz.png,,
1682,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501682,UI/alpha/HVGA/artifact/F_fehu.png,,
1683,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501683,UI/alpha/HVGA/artifact/U_uruz.png,,
1684,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501684,UI/alpha/HVGA/artifact/TH_thurisaz.png,,
1685,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501685,UI/alpha/HVGA/artifact/A_ansuz.png,,
1686,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501686,UI/alpha/HVGA/artifact/G_gebo.png,,
1687,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501687,UI/alpha/HVGA/artifact/EI_eihwaz.png,,
1688,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501688,UI/alpha/HVGA/artifact/Z_algiz.png,,
1689,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501689,UI/alpha/HVGA/artifact/T_tiwaz.png,,
1690,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501690,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
1691,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501691,UI/alpha/HVGA/artifact/S_sowilo.png,,
1692,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501692,UI/alpha/HVGA/artifact/E_othalan.png,,
1693,辉光太阳石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的太阳石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1279.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501693,UI/alpha/HVGA/artifact/E_ehwaz.png,,
1694,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501694,UI/alpha/HVGA/artifact/F_fehu.png,,
1695,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501695,UI/alpha/HVGA/artifact/U_uruz.png,,
1696,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501696,UI/alpha/HVGA/artifact/TH_thurisaz.png,,
1697,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501697,UI/alpha/HVGA/artifact/A_ansuz.png,,
1698,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501698,UI/alpha/HVGA/artifact/G_gebo.png,,
1699,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501699,UI/alpha/HVGA/artifact/EI_eihwaz.png,,
1700,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501700,UI/alpha/HVGA/artifact/Z_algiz.png,,
1701,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501701,UI/alpha/HVGA/artifact/T_tiwaz.png,,
1702,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501702,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
1703,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501703,UI/alpha/HVGA/artifact/S_sowilo.png,,
1704,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501704,UI/alpha/HVGA/artifact/E_othalan.png,,
1705,狮眼太阳石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的太阳石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1280.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501705,UI/alpha/HVGA/artifact/E_ehwaz.png,,
1706,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501706,UI/alpha/HVGA/artifact/F_fehu.png,,
1707,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501707,UI/alpha/HVGA/artifact/U_uruz.png,,
1708,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501708,UI/alpha/HVGA/artifact/TH_thurisaz.png,,
1709,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501709,UI/alpha/HVGA/artifact/A_ansuz.png,,
1710,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501710,UI/alpha/HVGA/artifact/G_gebo.png,,
1711,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501711,UI/alpha/HVGA/artifact/EI_eihwaz.png,,
1712,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501712,UI/alpha/HVGA/artifact/Z_algiz.png,,
1713,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501713,UI/alpha/HVGA/artifact/T_tiwaz.png,,
1714,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501714,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
1715,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501715,UI/alpha/HVGA/artifact/S_sowilo.png,,
1716,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501716,UI/alpha/HVGA/artifact/E_othalan.png,,
1717,棱镜太阳石,符文石,,,3000,1500,5,60,,,,,,,,搭建神殿监听系统的基础部件。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1281.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2105501717,UI/alpha/HVGA/artifact/E_ehwaz.png,,
1718,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501718,UI/alpha/HVGA/artifact/F_fehu.png,,
1719,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501719,UI/alpha/HVGA/artifact/U_uruz.png,,
1720,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501720,UI/alpha/HVGA/artifact/TH_thurisaz.png,,
1721,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501721,UI/alpha/HVGA/artifact/A_ansuz.png,,
1722,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501722,UI/alpha/HVGA/artifact/G_gebo.png,,
1723,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501723,UI/alpha/HVGA/artifact/EI_eihwaz.png,,
1724,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501724,UI/alpha/HVGA/artifact/Z_algiz.png,,
1725,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501725,UI/alpha/HVGA/artifact/T_tiwaz.png,,
1726,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501726,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
1727,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501727,UI/alpha/HVGA/artifact/S_sowilo.png,,
1728,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501728,UI/alpha/HVGA/artifact/E_othalan.png,,
1729,皇室太阳石,符文石,,,3750,1875,6,75,,,,,,,,“一枚只要998，美丽老婆带回家。”,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1282.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,760,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501729,UI/alpha/HVGA/artifact/E_ehwaz.png,,
1730,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501730,UI/alpha/HVGA/artifact/F_fehu.png,,
1731,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501731,UI/alpha/HVGA/artifact/U_uruz.png,,
1732,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501732,UI/alpha/HVGA/artifact/TH_thurisaz.png,,
